X,Y,OBJECTID,DIRECCION_INCIDENTE,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD,AFECTACIÓN_PERSONAS,FECHA_INCIDENTE__DD_MM_AAAA_,LATITUD,LONGITUD
-74.1008484,4.67071460015341,14798,"Av Carrera 68 con Av José Celestino Mutis, sentido s→n",Choque con lesionado,,Con lesionados,2025/06/05 00:00:00+00,4.6707146,-74.1008484
-74.1759034999999,4.64003140015241,14799,"Carrera 92A con Calle 42G sur, sentido s→n",Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6400314,-74.1759035
-74.0849842,4.73775160015557,14800,"Av Suba con Carrera 91, sentido or→occ",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.7377516,-74.0849842
-74.1008484,4.67071460015341,14801,"Carrera 20 con Av José Celestino Mutis, sentido s→n",Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/06/05 00:00:00+00,4.6707146,-74.1008484
-74.0985506,4.59685910015103,14802,Carrera 25A con Calle 48A sur,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.5968591,-74.0985506
-74.0941195,4.69192470015412,14803,"Carrera 73A con Calle 75, sentido s→n",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6919247,-74.0941195
-74.109178,4.62910180015207,14804,"Av Boyacá con Av Centenario (Calle 13), sentido n→s",Choque simple,Tractocamión (1) - Vehículo de servicio oficial (1),Sin lesionados,2025/06/05 00:00:00+00,4.6291018,-74.109178
-74.0889213999999,4.72600840015522,14805,Carrera 91 con Calle 130,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.7260084,-74.0889214
-74.1293127,4.6035350001512,14806,Calle 35 sur con Carrera 52A,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.603535,-74.1293127
-74.0583392,4.70010660015434,14807,"Av Pepe Sierra con Carrera 48, sentido or→occ",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/05 00:00:00+00,4.7001066,-74.0583392
-74.1689225,4.58720700015068,14808,"Carrera 73 con Calle 63 sur, sentido n→s",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.587207,-74.1689225
-74.1091443999999,4.64624650015264,14809,Av Carrera 68 con Calle 1A,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/05 00:00:00+00,4.6462465,-74.1091444
-74.1858567,4.61087580015144,14810,"Calle 63 sur con Carrera 80K, sentido n→s",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Peatón lesionado (2),Con lesionados,2025/06/05 00:00:00+00,4.6108758,-74.1858567
-74.0893422999999,4.58309560015054,14811,"Av Carrera 10 con Calle 10 sur, sentido s→n",Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.5830956,-74.0893423
-74.1595354,4.62592810015197,14812,"Av Agoberto Mejía con Calle 39A sur, sentido s→n",Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/06/05 00:00:00+00,4.6259281,-74.1595354
-74.102653,4.58129080015048,14813,"Av Primero de Mayo con Av Caracas, sentido occ→or",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/05 00:00:00+00,4.5812908,-74.102653
-74.0347705999999,4.68897930015399,14814,Av Carrera 7 con Calle 235,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6889793,-74.0347706
-74.0140388,4.66965640015339,14815,Vía Bogotá - La Calera con km 4,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6696564,-74.0140388
-74.12283,4.52392000014861,14816,"Transversal 14R bis con Calle 69F sur, sentido n→s",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.52392,-74.12283
-74.141921,4.68656100015391,14817,"Calle 23G con Carrera 109, sentido or→occ",Choque con lesionado,Taxi (1) - Ciclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.686561,-74.141921
-74.0827657,4.63012810015207,14818,"Av El Dorado (Calle 26) con Carrera 33, sentido or→occ",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6301281,-74.0827657
-74.0319514999999,4.69393500015418,14819,"Calle 65 sur con Carrera 6A, sentido occ→or",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.693935,-74.0319515
-74.1548685,4.596306400151,14820,"Autopista Sur con Carrera 75F, sentido or→occ",Choque con lesionado,Motociclista lesionado (1) - Ciclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.5963064,-74.1548685
-74.049131,4.70300940015445,14821,Carrera 19 con Calle 123,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/06/05 00:00:00+00,4.7030094,-74.049131
-74.1738541999999,4.59434440015094,14822,"Carrera 74D con Diagonal 57Z sur, sentido s→n",Choque con lesionado,Bicitaxi (1) - Conductor lesionado (1) - Taxi (1),Con lesionados,2025/06/05 00:00:00+00,4.5943444,-74.1738542
-74.1048744,4.70826670015461,14823,Transversal 94 con Calle 82,Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.7082667,-74.1048744
-74.0612307,4.64532420015259,14824,Av Carrera 7 con Calle 60,Manifestación,Peatón (20),Sin lesionados,2025/06/05 00:00:00+00,4.6453242,-74.0612307
-74.0763247,4.6088163001514,14825,Av Caracas con Av Calle 19,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/06/05 00:00:00+00,4.6088163,-74.0763247
-74.0784472,4.64725160015265,14826,"NQS con Calle 57A, sentido n→s",Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6472516,-74.0784472
-74.0896913,4.59952230015109,14827,"Av Comuneros con Carrera 18, sentido or→occ",Choque simple,Bus articulado / biarticulado (1) - Motocicleta (1),Sin lesionados,2025/06/05 00:00:00+00,4.5995223,-74.0896913
-74.0918923,4.55062840014949,14828,"Calle 2 con Carrera 5 bis este, sentido occ→or",Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1) - Acompañante lesionado (2),Con lesionados,2025/06/05 00:00:00+00,4.5506284,-74.0918923
-74.0860329,4.67760950015366,14829,Av Chile (Calle 72) con Carrera 103,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/05 00:00:00+00,4.6776095,-74.0860329
-74.0456746,4.72670150015523,14830,Calle 145 con Carrera 19,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/05 00:00:00+00,4.7267015,-74.0456746
-74.1375785,4.65757750015299,14831,"Av Ciudad de Cali con Calle 15A, sentido n→s",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/05 00:00:00+00,4.6575775,-74.1375785
-74.1992233999999,4.59980080015108,14832,"Calle 73A sur con Carrera 77G, sentido or→occ",Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/06/05 00:00:00+00,4.5998008,-74.1992234
-74.1472216,4.64886740015268,14833,"Av Ciudad de Cali con Calle 10, sentido n→s",Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/06/05 00:00:00+00,4.6488674,-74.1472216
-74.1008484,4.67071460015341,14834,"Av José Celestino Mutis con Transversal 93, sentido occ→or",Choque con lesionado,,Con lesionados,2025/06/05 00:00:00+00,4.6707146,-74.1008484
-74.0974194999999,4.70031930015436,14835,"Av Calle 80 con Carrera 81, sentido occ→or",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.7003193,-74.0974195
-74.0687105,4.61754800015169,14836,Av Carrera 7 con Calle 32,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (2),Con lesionados,2025/06/05 00:00:00+00,4.617548,-74.0687105
-74.1126963999999,4.6561232001529,14837,"Av Carrera 68 con Av La Esperanza, sentido n→s",Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/06/05 00:00:00+00,4.6561232,-74.1126964
-74.0925275,4.76082430015631,14838,Carrera 111 con Calle 159A,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/05 00:00:00+00,4.7608243,-74.0925275
-74.0516027,4.66013490015307,14839,Av Carrera 7 con Calle 78,Choque con lesionado,Motocicleta (1) - Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6601349,-74.0516027
-74.0820568999999,4.58421290015061,14840,Calle 2 con Carrera 6 este,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/05 00:00:00+00,4.5842129,-74.0820569
-74.0602906999999,4.67065450015343,14841,Carrera 118 con Calle 83,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/05 00:00:00+00,4.6706545,-74.0602907
-74.1542201999999,4.68169730015376,14842,Calle 17 con Carrera 114,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6816973,-74.1542202
-74.09441,4.58564030015061,14843,Av Caracas con Calle 11 sur,Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.5856403,-74.09441
-74.0997637999999,4.60413410015126,14844,"NQS con Calle 4A, sentido n→s",Choque simple,Automóvil particular (2),Sin lesionados,2025/06/05 00:00:00+00,4.6041341,-74.0997638
-74.0653247,4.6115848001515,14845,Av Circunvalar con Calle 26B,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6115848,-74.0653247
-74.1091443999999,4.64624650015264,14846,"Av Américas con Av Carrera 68, sentido or→occ",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6462465,-74.1091444
-74.0140388,4.66965640015339,14847,Vía Bogotá - La Calera con km 5,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6696564,-74.0140388
-74.0878288,4.6947594001542,14848,Av Calle 80 con Carrera 106,Choque con lesionado,Motocicleta (1) - Bicicleta eléctrica (1) - Conductor lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6947594,-74.0878288
-74.1164324,4.67783370015365,14849,"Av El Dorado (Calle 26) con Carrera 85D, sentido or→occ",Choque simple,Automóvil particular (2),Sin lesionados,2025/06/05 00:00:00+00,4.6778337,-74.1164324
-74.1019075999999,4.58077620015049,14850,Av Primero de Mayo con Carrera 13,Atropello,Bus SITP (1) - Peatón lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.5807762,-74.1019076
-74.0685614,4.72967160015535,14851,Calle 138 con Av Boyacá,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.7296716,-74.0685614
-74.0623530999999,4.60333260015121,14852,"Av Circunvalar con Calle 22, sentido s→n",Choque con lesionado,Motociclista lesionado (2) - Acompañante lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6033326,-74.0623531
-74.1701730999999,4.6089222001514,14853,Calle 55 sur con Carrera 78,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6089222,-74.1701731
-74.1628087999999,4.59970150015108,14854,"Carrera 71B con Calle 57B sur, sentido n→s",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.5997015,-74.1628088
-74.0953825999999,4.74832240015594,14855,Av Ciudad de Cali con Calle 148,Choque simple,Taxi (2),Sin lesionados,2025/06/05 00:00:00+00,4.7483224,-74.0953826
-74.0812281999999,4.63130810015214,14856,Carrera 33 con Calle 29A bis,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6313081,-74.0812282
-74.0973764,4.69407780015418,14857,Carrera 77A con Calle 75,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.6940778,-74.0973764
-74.1222056999999,4.63988050015241,14858,"Av Centenario (Calle 13) con Carrera 68D, sentido occ→or",Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/06/05 00:00:00+00,4.6398805,-74.1222057
-74.1265076,4.61685700015164,14859,"Av Carrera 68 con Calle 10, sentido s→n",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/05 00:00:00+00,4.616857,-74.1265076
-74.1008484,4.67071460015341,14860,Carrera 60 con Av José Celestino Mutis,Maniobras peligrosas,Automóvil particular (5) - Motocicleta (10),Sin lesionados,2025/06/05 00:00:00+00,4.6707146,-74.1008484
-74.10189,4.60205620015117,14861,"NQS con Calle 2, sentido n→s",Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/06/05 00:00:00+00,4.6020562,-74.10189
-74.0588324,4.66590860015322,14862,"Calle 79 con Carrera 16A, sentido or→occ",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/05 00:00:00+00,4.6659086,-74.0588324
-74.1509458,4.62354900015185,14863,"Carrera 27 con Calle 35D sur, sentido n→s",Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.623549,-74.1509458
-74.0720919999999,4.71098860015473,14864,"Av Calle 80 con Carrera 77, sentido or→occ",Choque objeto fijo con lesionado,Motociclista lesionado (1) - Otro (1),Con lesionados,2025/06/06 00:00:00+00,4.7109886,-74.072092
-74.1210622999999,4.57562790015029,14865,"Av Caracas con Calle 41B sur, sentido n→s",Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5756279,-74.1210623
-74.1188483999999,4.5815439001505,14866,Carrera 24 con Calle 36 sur,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5815439,-74.1188484
-74.0488723,4.7346438001555,14867,"Autopista Norte con Calle 152, sentido s→n",Choque simple,Automóvil particular (2),Sin lesionados,2025/06/06 00:00:00+00,4.7346438,-74.0488723
-74.1082277,4.59009590015078,14868,"Av Calle 19 con Carrera 27, sentido occ→or",Cierre evento controlado,,Sin lesionados,2025/06/06 00:00:00+00,4.5900959,-74.1082277
-74.0699271999999,4.67209800015346,14869,"NQS con Calle 78, sentido s→n",Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.672098,-74.0699272
-74.2019725,4.61147000015149,14870,Av Ciudad de Cali con Carrera 81,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.61147,-74.2019725
-74.197781,4.62932970015203,14871,Carrera 92 con Calle 69 sur,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6293297,-74.197781
-74.125267,4.67204830015343,14872,Av Ciudad de Cali con Av La Esperanza,Choque simple,Taxi (1) - Camioneta (1),Sin lesionados,2025/06/06 00:00:00+00,4.6720483,-74.125267
-74.0948589,4.61023360015146,14873,"NQS con Calle 10, sentido n→s",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6102336,-74.0948589
-74.0903876,4.63433500015219,14874,"Av Carrera 68 con Av El Dorado (Calle 26), sentido n→s",Choque simple,Camioneta (1) - Automóvil particular (1),Sin lesionados,2025/06/06 00:00:00+00,4.634335,-74.0903876
-74.1008484,4.67071460015341,14875,"Av José Celestino Mutis con Av Carrera 13, sentido occ→or",Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/06/06 00:00:00+00,4.6707146,-74.1008484
-74.1211053,4.72134790015507,14876,"Av Calle 80 con Carrera 114, sentido or→occ",Choque con lesionado,Camión (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7213479,-74.1211053
-74.0720919999999,4.71098860015473,14877,-,Fallecido hospitalario,Bus SITP (1) - Automóvil particular (1) - Conductor fallecido (1),Fallecido hospitalario,2025/06/06 00:00:00+00,4.7109886,-74.072092
-74.0784472,4.64725160015265,14878,"NQS con Calle 57A, sentido n→s",Volcamiento,Camioneta (1),Sin lesionados,2025/06/06 00:00:00+00,4.6472516,-74.0784472
-74.1151113,4.51191400014823,14879,Calle 76B sur con Av Caracas,Fallecido hospitalario,Motociclista lesionado (1),Fallecido hospitalario,2025/06/06 00:00:00+00,4.511914,-74.1151113
-74.0929715999999,4.72185060015506,14880,Calle 128 con Carrera 93,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/06 00:00:00+00,4.7218506,-74.0929716
-74.112496,4.59456820015091,14881,"Carrera 30 con Av Primero de Mayo, sentido s→n",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5945682,-74.112496
-74.1630221999999,4.63462020015221,14882,Av Ciudad de Cali con Calle 38 sur,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/06/06 00:00:00+00,4.6346202,-74.1630222
-74.0720919999999,4.71098860015473,14883,Av Carrera 68 con Calle 5,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7109886,-74.072092
-74.0763247,4.6088163001514,14884,Av Caracas con Av Calle 19,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/06/06 00:00:00+00,4.6088163,-74.0763247
-74.146093,4.70096940015442,14885,"Av El Dorado (Calle 26) con Carrera 103, sentido occ→or",Choque simple,Camión (1) - Taxi (1),Sin lesionados,2025/06/06 00:00:00+00,4.7009694,-74.146093
-74.0720919999999,4.71098860015473,14886,Carrera 13 este con Calle 26B sur,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7109886,-74.072092
-74.136578,4.67197410015346,14887,"Calle 22 con Carrera 96C, sentido or→occ",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6719741,-74.136578
-74.1535895,4.596098400151,14888,"Autopista Sur con Carrera 63, sentido or→occ",Varado,,Sin lesionados,2025/06/06 00:00:00+00,4.5960984,-74.1535895
-74.1020303999999,4.58414570015056,14889,Calle 19 sur con Carrera 18,Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/06/06 00:00:00+00,4.5841457,-74.1020304
-74.1246161,4.71555060015485,14890,"Carrera 112A con Calle 75B, sentido s→n",Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/06/06 00:00:00+00,4.7155506,-74.1246161
-74.1194052,4.58722360015071,14891,Calle 35C sur con Carrera 26F,Choque con lesionado,Motociclista lesionado (1) - Animal de compañía (1),Con lesionados,2025/06/06 00:00:00+00,4.5872236,-74.1194052
-74.0720919999999,4.71098860015473,14892,Carrera 29 con Calle 37 sur,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7109886,-74.072092
-74.1105082,4.70835840015465,14893,"Autopista Medellín con km 5, sentido or→occ",Choque simple,Tractocamión (1) - Automóvil particular (1),Sin lesionados,2025/06/06 00:00:00+00,4.7083584,-74.1105082
-74.1332934,4.70536030015454,14894,Calle 65B con Carrera 112,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/06 00:00:00+00,4.7053603,-74.1332934
-74.1578284,4.62312300015183,14895,"Carrera 79 con Calle 40A sur, sentido n→s",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.623123,-74.1578284
-74.0495933999999,4.73034480015536,14896,"Autopista Norte con Calle 147, sentido s→n",Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7303448,-74.0495934
-74.1262389,4.58790190015068,14897,"Av Gaitán Cortés con Calle 52 sur, sentido s→n",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5879019,-74.1262389
-74.1717795,4.61464220015158,14898,Calle 53 sur con Carrera 79C,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/06 00:00:00+00,4.6146422,-74.1717795
-74.1395153999999,4.66318740015314,14899,"Av Centenario (Calle 13) con Carrera 116, sentido or→occ",Choque simple,Bus SITP (1) - Motocicleta (1),Sin lesionados,2025/06/06 00:00:00+00,4.6631874,-74.1395154
-74.100719,4.59780610015105,14900,"Carrera 27 con Av Comuneros, sentido n→s",Choque objeto fijo con lesionado,Automóvil particular (1) - Conductor lesionado (1) - Separador (1),Con lesionados,2025/06/06 00:00:00+00,4.5978061,-74.100719
-74.0792823,4.63918680015239,14901,Av Comuneros con NQS,Varado,Taxi (1),Sin lesionados,2025/06/06 00:00:00+00,4.6391868,-74.0792823
-74.0980585999999,4.57833110015042,14902,"Av Primero de Mayo con Carrera 12, sentido occ→or",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/06 00:00:00+00,4.5783311,-74.0980586
-74.1679419,4.61984610015177,14903,"Calle 46 sur con Av Agoberto Mejía, sentido occ→or",Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6198461,-74.1679419
-74.1029498999999,4.65219300015282,14904,"Av El Dorado (Calle 26) con Carrera 5, sentido or→occ",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.652193,-74.1029499
-74.1865587999999,4.63254370015216,14905,Carrera 90 con Calle 54C sur,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/06/06 00:00:00+00,4.6325437,-74.1865588
-74.1232619,4.74083710015566,14906,Av Calle 80 con Vía Lisboa,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/06 00:00:00+00,4.7408371,-74.1232619
-74.0895095,4.68862890015397,14907,"Carrera 70C con Calle 71A, sentido n→s",Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/06/06 00:00:00+00,4.6886289,-74.0895095
-74.0860329,4.67760950015366,14908,"Av Chile (Calle 72) con Carrera 106, sentido or→occ",Choque con lesionado,Motociclista lesionado (1) - Bicicleta eléctrica (1) - Conductor lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6776095,-74.0860329
-74.1691610999999,4.62852290015205,14909,"Carrera 84 con Calle 67A sur, sentido n→s",Choque con lesionado,Ciclista lesionado (2),Con lesionados,2025/06/06 00:00:00+00,4.6285229,-74.1691611
-74.0294934999999,4.73635770015553,14910,Calle 36L sur con Carrera 8C bis este,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7363577,-74.0294935
-74.0836990999999,4.54028060014918,14911,"Calle 46A sur con Carrera 13B este, sentido or→occ",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5402806,-74.0836991
-74.0687105,4.61754800015169,14912,"Av Carrera 7 con Calle 32, sentido s→n",Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.617548,-74.0687105
-74.1014824,4.62294980015188,14913,"Calle 13 con Carrera 49, sentido or→occ",Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6229498,-74.1014824
-74.1670309,4.63977240015238,14914,Av Guayacanes con Calle 38 sur,Atropello,Motocicleta (1) - Peatón (1),Con lesionados,2025/06/06 00:00:00+00,4.6397724,-74.1670309
-74.1364795,4.58099950015051,14915,Diagonal 52C sur con Carrera 25A,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),,2025/06/06 00:00:00+00,4.5809995,-74.1364795
-74.0292355999999,4.71158630015471,14916,Av Carrera 7 con Calle 134,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/06/06 00:00:00+00,4.7115863,-74.0292356
-74.1354709,4.60973880015143,14917,Carrera 68I con Calle 34 sur,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6097388,-74.1354709
-74.0469009999999,4.72679210015525,14918,Carrera 80 con Calle 145,Varado,Vehículo escolar (1),Sin lesionados,2025/06/06 00:00:00+00,4.7267921,-74.046901
-74.0438422999999,4.73673140015556,14919,"Calle 153 con Carrera 19, sentido or→occ",Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7367314,-74.0438423
-74.0990171999999,4.5866697001507,14920,Transversal 18 bis con Calle 46 sur,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5866697,-74.0990172
-74.0561549999999,4.69534690015422,14921,"Autopista Norte con Calle 108, sentido s→n",Varado,Camioneta (1),Sin lesionados,2025/06/06 00:00:00+00,4.6953469,-74.056155
-74.1001764,4.68035670015373,14922,"Av Boyacá con Calle 81, sentido s→n",Choque con lesionado,Automóvil particular (1) - Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6803567,-74.1001764
-74.1240129999999,4.74610490015584,14923,Calle 138C con Carrera 152,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7461049,-74.124013
-74.0927212,4.719522600155,14924,Calle 127C con Carrera 91D,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7195226,-74.0927212
-74.0792823,4.63918680015239,14925,"Av Comuneros con NQS, sentido or→occ",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6391868,-74.0792823
-74.0283489999999,4.74219660015574,14926,Calle 165 con Carrera 8F,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7421966,-74.028349
-74.1543756999999,4.65248950015282,14927,"Calle 8A con Carrera 88D, sentido occ→or",Choque con lesionado,Motocicleta (1) - Ciclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6524895,-74.1543757
-74.1026131,4.75013820015598,14928,Calle 145 con Carrera 114,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/06/06 00:00:00+00,4.7501382,-74.1026131
-74.0720919999999,4.71098860015473,14929,Calle 79 con Carrera 75,Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.7109886,-74.072092
-74.125267,4.67204830015343,14930,Av La Esperanza con Av Ciudad de Cali,Choque simple,Automóvil particular (2),Sin lesionados,2025/06/06 00:00:00+00,4.6720483,-74.125267
-74.0860329,4.67760950015366,14931,"Av Carrera 68 con Av Chile (Calle 72), sentido n→s",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6776095,-74.0860329
-74.0989867,4.62407380015191,14932,Diagonal 68 sur con Carrera 42A,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6240738,-74.0989867
-74.1922438,4.6025884001512,14933,Calle 70 bis sur con Carrera 78C,Choque con lesionado,Taxi (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6025884,-74.1922438
-74.1223411999999,4.57689060015037,14934,"Calle 42 sur con Carrera 21, sentido or→occ",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.5768906,-74.1223412
-74.0881898,4.6739661001535,14935,"Av Carrera 68 con Calle 67B, sentido s→n",Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),Con lesionados,2025/06/06 00:00:00+00,4.6739661,-74.0881898
